player_id,first_name,last_name,birthdate,school,country,last_affiliation,height,weight,jersey_num,position,team_id,from_year,to_year
1061,William,Cunningham,1974-03-25 00:00:00,Temple,USA,Temple/USA,6-11,240.0,51,Center,1610612751,1997.0,1998.0
76488,Radisav,Curcic,1965-09-26 00:00:00,Union Olimpija,Serbia,Union Olimpija/Serbia,6-10,275.0,44,Center,1610612742,1992.0,1992.0
76489,Armand,Cure,1919-08-01 00:00:00,Rhode Island,USA,Rhode Island/USA,6-0,198.0,,Forward,1610610032,1946.0,1946.0
223,Bill,Curley,1972-05-29 00:00:00,Boston College,USA,Boston College/USA,,,,Forward,0,1994.0,2000.0
76492,Fran,Curran,1925-09-19 00:00:00,Notre Dame,USA,Notre Dame/USA,6-0,175.0,15,Guard,1610612758,1948.0,1949.0
209,Dell,Curry,1964-06-25 00:00:00,Virginia Tech,USA,Virginia Tech/USA,6-5,205.0,30,Guard-Forward,1610612766,1986.0,2001.0
2201,Eddy,Curry,1982-12-05 00:00:00,Thornwood HS (IL),USA,Thornwood HS (IL)/USA,7-0,295.0,,Center,0,2001.0,2012.0
201191,JamesOn,Curry,1986-01-07 00:00:00,Oklahoma State,USA,Oklahoma State/USA,6-3,190.0,,Guard,0,2007.0,2009.0
688,Michael,Curry,1968-08-22 00:00:00,Georgia Southern,USA,Georgia Southern/USA,6-5,210.0,,Forward-Guard,0,1993.0,2004.0
203552,Seth,Curry,1990-08-23 00:00:00,Duke,USA,Duke/USA,6-1,185.0,30,Guard,1610612751,2013.0,2023.0
201939,Stephen,Curry,1988-03-14 00:00:00,Davidson,USA,Davidson/USA,6-2,185.0,30,Guard,1610612744,2009.0,2023.0
687,Rastko,Cvetkovic,1970-06-22 00:00:00,Crvena zvezda,Serbia,Crvena zvezda/Serbia,7-1,260.0,8,Center,1610612743,1995.0,1995.0
76505,Mike,D'Antoni,1951-05-08 00:00:00,Marshall,USA,Marshall/USA,6-3,185.0,14,Guard,1610612758,1973.0,1976.0
76496,Ed,Dahler,1926-01-31 00:00:00,Duquesne,USA,Duquesne/USA,6-5,190.0,16,Forward,1610612744,1951.0,1951.0
76497,Quintin,Dailey,1961-01-22 00:00:00,San Francisco,USA,San Francisco/USA,6-3,180.0,20,Guard,1610612741,1982.0,1991.0
2223,Samuel,Dalembert,1980-05-10 00:00:00,Seton Hall,Haiti,Seton Hall/Haiti,6-11,255.0,,Center,0,2001.0,2014.0
76498,Howie,Dallmar,1922-05-24 00:00:00,Stanford,USA,Stanford/USA,6-4,200.0,12,Forward,1610612744,1946.0,1948.0
956,Erick,Dampier,1975-07-14 00:00:00,Mississippi State,USA,Mississippi State/USA,6-11,265.0,25,Center,1610612744,1996.0,2011.0
76500,Bob,Dandridge,1947-11-15 00:00:00,Norfolk State,USA,Norfolk State/USA,6-6,195.0,10,Forward,1610612749,1969.0,1981.0
1498,Antonio,Daniels,1975-03-19 00:00:00,Bowling Green,USA,Bowling Green/USA,6-4,205.0,22,Guard,1610612759,1997.0,2010.0
1630700,Dyson,Daniels,2003-03-17 00:00:00,NBA G League Ignite,Australia,NBA G League Ignite/Australia,6-7,199.0,11,Guard,1610612740,2021.0,2023.0
1380,Lloyd,Daniels,1967-09-04 00:00:00,Mt. San Antonio,USA,Mt. San Antonio/USA,6-7,205.0,,Guard,0,1992.0,1997.0
76502,Mel,Daniels,1944-07-20 00:00:00,New Mexico,USA,New Mexico/USA,6-9,220.0,34,Center,1610612751,1976.0,1976.0
203584,Troy,Daniels,1991-07-15 00:00:00,Va Commonwealth,USA,Virginia Commonwealth/USA,6-4,200.0,30,Guard,1610612756,2013.0,2019.0
390,Sasha,Danilovic,1970-02-26 00:00:00,Virtus Bologna,Serbia,Virtus Bologna/Serbia,6-6,200.0,5,Guard,1610612748,1995.0,1996.0
76504,Adrian,Dantley,1955-02-26 00:00:00,Notre Dame,USA,Notre Dame/USA,6-5,208.0,4,Forward,1610612762,1976.0,1990.0
76506,Henry,Darcey,1930-03-03 00:00:00,Oklahoma State,USA,Oklahoma State/USA,6-7,217.0,10,Center,1610612737,1952.0,1952.0
76507,Jimmy,Darden,1922-06-19 00:00:00,Denver,USA,Denver/USA,6-1,170.0,,Guard,1610610027,1949.0,1949.0
212,Yinka,Dare,1972-10-10 00:00:00,George Washington,USA,George Washington/USA,7-0,265.0,,Center,0,1994.0,1997.0
76509,Jesse,Dark,1951-09-02 00:00:00,Virginia Commonwealth,USA,Virginia Commonwealth/USA,6-4,210.0,11,Guard,1610612752,1974.0,1974.0
1630268,Nate,Darling,1998-08-30 00:00:00,Delaware,Canada,Delaware/Canada,6-6,200.0,30,Guard,1610612766,2020.0,2020.0
76511,Jimmy,Darrow,1937-09-25 00:00:00,Bowling Green,USA,Bowling Green/USA,5-10,170.0,,Guard,1610612737,1961.0,1961.0
203540,Gigi,Datome,1987-11-27 00:00:00,Virtus Roma,Italy,Virtus Roma/Italy,6-8,215.0,70,Forward,1610612765,2013.0,2014.0
921,Brad,Daugherty,1965-10-19 00:00:00,North Carolina,USA,North Carolina/USA,7-0,245.0,43,Center,1610612739,1986.0,1993.0
1600,Kornel,David,1971-10-22 00:00:00,Budapest AEH,USA,Budapest AEH/USA,6-9,230.0,9,Forward,1610612741,1998.0,2000.0
76514,Bob,Davies,1920-01-15 00:00:00,Seton Hall,USA,Seton Hall/USA,6-1,175.0,11,Guard,1610612758,1948.0,1954.0
203561,Brandon,Davies,1991-07-25 00:00:00,Brigham Young,USA,Brigham Young/USA,6-10,240.0,,Forward,0,2013.0,2014.0
203076,Anthony,Davis,1993-03-11 00:00:00,Kentucky,USA,Kentucky/USA,6-10,253.0,3,Forward-Center,1610612747,2012.0,2023.0
213,Antonio,Davis,1968-10-31 00:00:00,Texas-El Paso,USA,Texas-El Paso/USA,6-9,245.0,,Forward-Center,0,1993.0,2005.0
76515,Aubrey,Davis,1921-03-28 00:00:00,Oklahoma Baptist,USA,Oklahoma Baptist/USA,6-2,175.0,,Guard,1610610034,1946.0,1946.0
1884,Baron,Davis,1979-04-13 00:00:00,UCLA,USA,UCLA/USA,6-3,212.0,85,Guard,1610612766,1999.0,2011.0
989,Ben,Davis,1972-12-26 00:00:00,Arizona,USA,Arizona/USA,6-9,245.0,,Forward,0,1996.0,1999.0
76538,Bill,Davis,1921-10-03 00:00:00,Notre Dame,USA,Notre Dame/USA,6-3,215.0,,Forward,1610610025,1946.0,1946.0
76533,Bob,Davis,1950-04-02 00:00:00,Weber State,USA,Weber State/USA,6-7,215.0,11,Forward,1610612757,1972.0,1972.0
76516,Brad,Davis,1955-12-17 00:00:00,Maryland,USA,Maryland/USA,6-3,180.0,15,Guard,1610612742,1977.0,1991.0
76517,Brian,Davis,1970-06-21 00:00:00,Duke,USA,Duke/USA,6-7,200.0,23,Forward,1610612750,1993.0,1993.0
76518,Charlie,Davis,1958-10-05 00:00:00,Vanderbilt,USA,Vanderbilt/USA,6-7,215.0,22,Forward,1610612764,1981.0,1989.0
76519,Charlie,Davis,1949-09-07 00:00:00,Wake Forest,USA,Wake Forest/USA,6-1,160.0,,Guard,1610612757,1971.0,1973.0
905,Dale,Davis,1969-03-25 00:00:00,Clemson,USA,Clemson/USA,6-11,252.0,34,Center-Forward,1610612754,1991.0,2006.0
76521,Double D,Davis,1949-10-11 00:00:00,Houston,USA,Houston/USA,6-8,220.0,42,Forward,1610612739,1972.0,1976.0
76522,Edward,Davis,1950-06-16 00:00:00,Duquesne,USA,Duquesne/USA,6-7,195.0,20,Forward,1610612749,1972.0,1976.0
1023,Emanual,Davis,1968-08-27 00:00:00,Delaware State,USA,Delaware State/USA,6-5,195.0,15,Guard,1610612760,1996.0,2002.0
201175,Glen,Davis,1986-01-01 00:00:00,Louisiana State,USA,Louisiana State/USA,6-9,289.0,0,Forward-Center,1610612738,2007.0,2014.0
76523,Harry,Davis,1956-01-27 00:00:00,Florida State,USA,Florida State/USA,6-7,220.0,23,Forward,1610612739,1978.0,1979.0
93,Hubert,Davis,1970-05-17 00:00:00,North Carolina,USA,North Carolina/USA,6-5,183.0,44,Guard,1610612752,1992.0,2003.0
76524,James,Davis,1932-04-22 00:00:00,St. John's (NY),USA,St. John's (NY)/USA,6-7,220.0,6,Center,1610612758,1955.0,1955.0
76525,Jim,Davis,1941-12-18 00:00:00,Colorado,USA,Colorado/USA,6-9,225.0,20,Center,1610612737,1967.0,1974.0
76526,Johnny,Davis,1955-10-21 00:00:00,Dayton,USA,Dayton/USA,6-2,170.0,16,Guard,1610612754,1976.0,1985.0
1631098,Johnny,Davis,2002-02-27 00:00:00,Wisconsin,USA,Wisconsin/USA,6-4,195.0,1,Guard,1610612764,2022.0,2023.0
2668,Josh,Davis,1980-08-10 00:00:00,Wyoming,USA,Wyoming/USA,6-8,235.0,,Forward,0,2003.0,2011.0
707,Mark,Davis,1973-04-26 00:00:00,Texas Tech,USA,Texas Tech/USA,6-7,205.0,7,Guard-Forward,1610612755,1995.0,1999.0
76528,Mark,Davis,1963-06-08 00:00:00,Old Dominion,USA,Old Dominion/USA,6-6,195.0,,Forward,1610612749,1988.0,1988.0
76529,Mel,Davis,1950-11-09 00:00:00,St. John's (NY),USA,St. John's (NY)/USA,6-6,220.0,31,Forward,1610612752,1973.0,1976.0
76530,Michael,Davis,1956-08-02 00:00:00,Maryland,USA,Maryland/USA,6-10,230.0,,Forward,1610612752,1982.0,1982.0
76531,Mike,Davis,1946-07-26 00:00:00,Virginia Union,USA,Virginia Union/USA,6-3,185.0,32,Guard,1610612746,1969.0,1972.0
76520,Monti,Davis,1958-07-26 00:00:00,Tennessee State,USA,Tennessee State/USA,6-7,205.0,43,Forward,1610612742,1980.0,1980.0
200781,Paul,Davis,1984-07-21 00:00:00,Michigan State,USA,Michigan State/USA,6-11,270.0,,Center,0,2006.0,2009.0
76532,Ralph,Davis,1938-09-07 00:00:00,Cincinnati,USA,Cincinnati/USA,6-4,180.0,25,Guard,1610612764,1960.0,1961.0
1729,Ricky,Davis,1979-09-23 00:00:00,Iowa,USA,Iowa/USA,6-7,195.0,,Guard,0,1998.0,2009.0
76534,Ron,Davis,1954-05-01 00:00:00,Washington State,USA,Washington State/USA,6-6,198.0,42,Guard,1610612746,1976.0,1981.0
1629056,Terence,Davis,1997-05-16 00:00:00,Mississippi,USA,Mississippi/USA,6-4,201.0,3,Guard,1610612758,2019.0,2023.0
426,Terry,Davis,1967-06-17 00:00:00,Virginia Union,USA,Virginia Union/USA,6-10,270.0,54,Center-Forward,1610612742,1989.0,2000.0
1629093,Tyler,Davis,1997-05-22 00:00:00,Texas A&M,USA,Texas A&M/USA,6-10,266.0,,Center,0,2018.0,2018.0
76536,Walt,Davis,1931-01-05 00:00:00,Texas A&M,USA,Texas A&M/USA,6-8,205.0,12,Center,1610612744,1953.0,1957.0
1453,Walter,Davis,1954-09-09 00:00:00,North Carolina,USA,North Carolina/USA,6-6,193.0,6,Guard,1610612756,1977.0,1991.0
1631120,J.D.,Davison,2002-10-03 00:00:00,Alabama,USA,Alabama/USA,6-1,195.0,20,Guard,1610612738,2022.0,2023.0
203958,Andre,Dawkins,1991-09-19 00:00:00,Duke,USA,Duke/USA,6-5,219.0,,Guard,0,2014.0,2014.0
76539,Darryl,Dawkins,1957-01-11 00:00:00,Maynard Evans HS (FL),USA,Maynard Evans HS (FL)/USA,6-11,251.0,50,Center,1610612755,1975.0,1988.0
1008,Johnny,Dawkins,1963-09-28 00:00:00,Duke,USA,Duke/USA,6-2,165.0,12,Guard,1610612755,1986.0,1994.0
201286,Eric,Dawson,1984-07-07 00:00:00,Midwestern State,USA,Midwestern State/USA,6-9,250.0,,Forward,0,2011.0,2011.0
103,Todd,Day,1970-01-07 00:00:00,Arkansas,USA,Arkansas/USA,,,,,0,1992.0,2000.0
201948,Austin,Daye,1988-06-05 00:00:00,Gonzaga,USA,Gonzaga/USA,6-11,220.0,3,Forward,1610612765,2009.0,2014.0
76543,Darren,Daye,1960-11-30 00:00:00,UCLA,USA,UCLA/USA,6-8,220.0,20,Forward,1610612764,1983.0,1987.0
1630620,Darius,Days,1999-10-20 00:00:00,Louisiana State,USA,Louisiana State/USA,6-7,245.0,5,Forward,1610612745,2022.0,2023.0
76545,Dave,DeBusschere,1940-10-16 00:00:00,Detroit,USA,Detroit/USA,6-6,220.0,22,Forward,1610612765,1962.0,1973.0
692,Andrew,DeClercq,1973-02-01 00:00:00,Florida,USA,Florida/USA,6-10,255.0,,Center,0,1995.0,2004.0
1629602,Javin,DeLaurier,1998-04-07 00:00:00,Duke,USA,Duke/USA,6-10,234.0,,Center,0,2021.0,2021.0
76551,Nate,DeLong,1926-01-05 00:00:00,Wisconsin-River Falls,USA,Wisconsin-River Falls/USA,6-6,220.0,21,Center,1610612737,1951.0,1951.0
201942,DeMar,DeRozan,1989-08-07 00:00:00,Southern California,USA,Southern California/USA,6-6,220.0,11,Guard-Forward,1610612741,2009.0,2023.0
76562,Hank,DeZonie,1922-02-12 00:00:00,Clark Atlanta,USA,Clark Atlanta/USA,6-5,215.0,10,Forward,1610612737,1950.0,1950.0
76544,Greg,Deane,1957-12-06 00:00:00,Utah,USA,Utah/USA,6-4,190.0,33,Guard,1610612762,1979.0,1979.0
1630466,Gabriel,Deck,1995-02-08 00:00:00,Real Madrid,Argentina,Real Madrid/Argentina,6-6,231.0,,Forward,0,2020.0,2021.0
203473,Dewayne,Dedmon,1989-08-12 00:00:00,Southern California,USA,Southern California/USA,6-10,245.0,14,Center,1610612755,2013.0,2023.0
76546,Archie,Dees,1936-02-22 00:00:00,Indiana,USA,Indiana/USA,6-8,205.0,44,Forward,1610612765,1958.0,1961.0
143,Terry,Dehere,1971-09-12 00:00:00,Seton Hall,USA,Seton Hall/USA,6-4,190.0,24,Guard,1610612746,1993.0,1998.0
1626214,Bryce,Dejean-Jones,1992-08-21 00:00:00,Iowa State,USA,Iowa State/USA,6-6,203.0,,Guard,0,2015.0,2015.0
1626155,Sam,Dekker,1994-05-06 00:00:00,Wisconsin,USA,Wisconsin/USA,6-8,219.0,,Forward,0,2015.0,2021.0
1627098,Malcolm,Delaney,1989-03-11 00:00:00,Virginia Tech,USA,Virginia Tech/USA,6-3,190.0,5,Guard,1610612737,2016.0,2017.0
183,Bison,Dele,1969-04-06 00:00:00,Arizona,USA,Arizona/USA,6-11,260.0,8,Center-Forward,1610612743,1991.0,1998.0
2568,Carlos,Delfino,1982-08-29 00:00:00,Fortitudo Bologna,Argentina,Fortitudo Bologna/Argentina,6-6,230.0,10,Guard-Forward,1610612765,2004.0,2013.0
1629116,Angel,Delgado,1994-11-20 00:00:00,Seton Hall,Dominican Republic,Seton Hall/Dominican Republic,6-10,245.0,31,Center,1610612746,2018.0,2018.0
960,Tony,Delk,1974-01-28 00:00:00,Kentucky,USA,Kentucky/USA,6-2,189.0,00,Guard,1610612756,1996.0,2005.0
203521,Matthew,Dellavedova,1990-09-08 00:00:00,St. Mary's,Australia,St. Mary's/Australia,6-3,200.0,8,Guard,1610612758,2013.0,2023.0
76553,Larry,Demic,1957-06-27 00:00:00,Arizona,USA,Arizona/USA,6-9,225.0,42,Forward,1610612752,1979.0,1981.0
725,Dell,Demps,1970-02-12 00:00:00,Pacific,USA,Pacific/USA,6-3,205.0,,Guard,0,1993.0,1996.0
76555,George,Dempsey,1929-07-19 00:00:00,King's,USA,King's/USA,6-3,190.0,3,Guard,1610612744,1954.0,1958.0
2736,Luol,Deng,1985-04-16 00:00:00,Duke,United Kingdom,Duke/United Kingdom,6-9,237.0,9,Forward,1610612741,2004.0,2018.0
76556,Kenny,Dennard,1958-10-18 00:00:00,Duke,USA,Duke/USA,6-8,220.0,33,Forward,1610612758,1981.0,1983.0
76557,Blaine,Denning,1930-09-19 00:00:00,Lawrence Tech,USA,Lawrence Tech/USA,6-2,175.0,,Guard,1610610024,1952.0,1952.0
202458,Justin,Dentmon,1985-09-05 00:00:00,Washington,USA,Washington/USA,5-11,185.0,,Guard,0,2011.0,2012.0
76558,Randy,Denton,1949-02-18 00:00:00,Duke,USA,Duke/USA,6-10,240.0,34,Center,1610612737,1976.0,1976.0
76559,Rod,Derline,1952-03-11 00:00:00,Seattle,USA,Seattle/USA,6-0,175.0,25,Guard,1610612760,1974.0,1975.0
1629094,Marcus,Derrickson,1996-02-01 00:00:00,Georgetown,USA,Georgetown/USA,6-7,249.0,32,Forward,1610612744,2018.0,2018.0
76560,Dave,Deutsch,1945-05-13 00:00:00,Rochester,USA,Rochester/USA,6-1,170.0,3,Guard,1610612752,1966.0,1966.0
76561,Walter,Devlin,1931-12-21 00:00:00,George Washington,USA,George Washington/USA,6-5,195.0,13,Guard,1610612765,1955.0,1957.0
76568,Ernie,DiGregorio,1951-01-15 00:00:00,Providence,USA,Providence/USA,6-0,180.0,7,Guard,1610612746,1973.0,1977.0
1628978,Donte,DiVincenzo,1997-01-31 00:00:00,Villanova,USA,Villanova/USA,6-4,203.0,0,Guard,1610612744,2018.0,2023.0
1631217,Moussa,Diabate,2002-01-21 00:00:00,Michigan,France,Michigan/France,6-10,210.0,25,Forward,1610612746,2022.0,2023.0
1629603,Mamadi,Diakite,1997-01-21 00:00:00,Virginia,Guinea,Virginia/Guinea,6-9,228.0,21,Forward,1610612739,2020.0,2023.0
1627767,Cheick,Diallo,1996-09-13 00:00:00,Kansas,Mali,Kansas/Mali,6-8,219.0,,Forward-Center,0,2016.0,2021.0
1628977,Hamidou,Diallo,1998-07-31 00:00:00,Kentucky,USA,Kentucky/USA,6-5,202.0,6,Guard,1610612765,2018.0,2023.0
2564,Boris,Diaw,1982-04-16 00:00:00,Pau Orthez,France,Pau Orthez/France,6-8,250.0,33,Center-Forward,1610612759,2003.0,2016.0
200821,Yakhouba,Diawara,1982-08-29 00:00:00,Pepperdine,USA,Pepperdine/USA,6-7,225.0,9,Forward-Guard,1610612743,2006.0,2009.0
2424,Dan,Dickau,1978-09-16 00:00:00,Gonzaga,USA,Gonzaga/USA,6-0,180.0,10,Guard,1610612737,2002.0,2007.0
76563,Henry,Dickerson,1951-11-27 00:00:00,University of Charleston,USA,University of Charleston/USA,6-4,190.0,13,Guard,1610612765,1975.0,1976.0
1722,Michael,Dickerson,1975-06-25 00:00:00,Arizona,USA,Arizona/USA,6-5,190.0,8,Guard,1610612763,1998.0,2002.0
76564,Derrek,Dickey,1951-03-20 00:00:00,Cincinnati,USA,Cincinnati/USA,6-7,218.0,40,Forward,1610612744,1973.0,1977.0
76565,Dick,Dickey,1926-10-26 00:00:00,North Carolina State,USA,North Carolina State/USA,6-1,175.0,23,Guard,1610612738,1951.0,1951.0
101143,Travis,Diener,1982-03-01 00:00:00,Marquette,USA,Marquette/USA,6-1,175.0,27,Guard,1610612754,2005.0,2009.0
203476,Gorgui,Dieng,1990-01-18 00:00:00,Louisville,Senegal,Louisville/Senegal,6-10,248.0,41,Center,1610612759,2013.0,2023.0
76569,Mickey,Dillard,1958-10-15 00:00:00,Florida State,USA,Florida State/USA,6-3,170.0,9,Guard,1610612739,1981.0,1981.0
76570,Bob,Dille,1917-07-02 00:00:00,Valparaiso,USA,Valparaiso/USA,6-3,190.0,,Forward,1610610028,1946.0,1946.0
76571,John,Dillon,1924-01-08 00:00:00,North Carolina,USA,North Carolina/USA,6-3,180.0,,Forward,1610610036,1949.0,1949.0
76574,Byron,Dinkins,1967-06-15 00:00:00,North Carolina-Charlotte,USA,North Carolina-Charlotte/USA,6-1,170.0,5,Guard,1610612745,1989.0,1990.0
76575,Jackie,Dinkins,1950-01-22 00:00:00,Voorhees,USA,Voorhees/USA,6-5,210.0,23,Forward,1610612741,1971.0,1971.0
76576,Bill,Dinwiddie,1943-07-15 00:00:00,New Mexico Highlands,USA,New Mexico Highlands/USA,6-7,220.0,20,Forward,1610612758,1967.0,1971.0
203915,Spencer,Dinwiddie,1993-04-06 00:00:00,Colorado,USA,Colorado/USA,6-5,215.0,26,Guard,1610612751,2014.0,2023.0
101113,Ike,Diogu,1983-09-11 00:00:00,Arizona State,USA,Arizona State/USA,6-9,250.0,,Forward,0,2005.0,2011.0
76577,Terry,Dischinger,1940-11-21 00:00:00,Purdue,USA,Purdue/USA,6-7,189.0,42,Forward,1610612765,1962.0,1972.0
124,Vlade,Divac,1968-02-03 00:00:00,Partizan,Serbia,Partizan/Serbia,7-1,260.0,21,Center,1610612747,1989.0,2004.0
1059,Aleksandar,Djordjevic,1967-08-26 00:00:00,Fortitudo Bologna,Serbia,Fortitudo Bologna/Serbia,6-2,198.0,,Guard,0,1996.0,1996.0
76580,Earl,Dodd,1924-11-01 00:00:00,Truman State,USA,Truman State/USA,6-5,175.0,,Forward,1610610027,1949.0,1949.0
1720,Michael,Doleac,1977-06-15 00:00:00,Utah,USA,Utah/USA,6-11,262.0,51,Center,1610612753,1998.0,2007.0
76581,Joe,Dolhon,1927-07-09 00:00:00,New York University,USA,New York University/USA,6-0,175.0,,Guard,1610610024,1949.0,1950.0
76582,Bob,Doll,1919-08-10 00:00:00,Colorado,USA,Colorado/USA,6-4,195.0,19,Forward,1610610034,1946.0,1949.0
76583,James,Donaldson,1957-08-16 00:00:00,Washington State,USA,Washington State/USA,7-2,275.0,54,Center,1610612742,1980.0,1994.0
1629029,Luka,Doncic,1999-02-28 00:00:00,Real Madrid,Slovenia,Real Madrid/Slovenia,6-7,230.0,77,Forward-Guard,1610612742,2018.0,2023.0
76584,Bob,Donham,1926-10-11 00:00:00,Ohio State,USA,Ohio State/USA,6-2,190.0,12,Guard,1610612738,1950.0,1953.0
76585,Harry,Donovan,1926-09-10 00:00:00,Muhlenberg,USA,Muhlenberg/USA,6-2,180.0,16,Guard,1610612752,1949.0,1949.0
2039,Keyon,Dooling,1980-05-08 00:00:00,Missouri,USA,Missouri/USA,6-3,195.0,55,Guard,1610612746,2000.0,2012.0
76587,Jacky,Dorsey,1954-12-18 00:00:00,Georgia,USA,Georgia/USA,6-7,230.0,34,Forward,1610612760,1977.0,1980.0
1628416,Tyler,Dorsey,1996-02-18 00:00:00,Oregon,USA,Oregon/USA,6-4,180.0,,Guard,0,2017.0,2022.0
1629652,Luguentz,Dort,1999-04-19 00:00:00,Arizona State,Canada,Arizona State/Canada,6-4,220.0,5,Guard,1610612760,2019.0,2023.0
1630245,Ayo,Dosunmu,2000-01-17 00:00:00,Illinois,USA,Illinois/USA,6-5,200.0,12,Guard,1610612741,2021.0,2023.0
1628422,Damyean,Dotson,1994-05-06 00:00:00,Houston,USA,Houston/USA,6-5,210.0,,Guard,0,2017.0,2021.0
1629653,Devon,Dotson,1999-08-02 00:00:00,Kansas,USA,Kansas/USA,6-1,185.0,,Guard,0,2020.0,2022.0
200763,Quincy,Douby,1984-05-16 00:00:00,Rutgers,USA,Rutgers/USA,6-3,175.0,5,Guard,1610612758,2006.0,2008.0
76588,Bruce,Douglas,1964-04-09 00:00:00,Illinois,USA,Illinois/USA,6-3,195.0,42,Guard,1610612758,1986.0,1986.0
76589,John,Douglas,1956-06-12 00:00:00,Kansas,USA,Kansas/USA,6-2,170.0,13,Guard,1610612746,1981.0,1982.0
428,Sherman,Douglas,1966-09-15 00:00:00,Syracuse,USA,Syracuse/USA,,,,Guard,0,1989.0,2000.0
201962,Toney,Douglas,1986-03-16 00:00:00,Florida State,USA,Florida State/USA,6-2,195.0,,Guard,0,2009.0,2016.0
201604,Chris,Douglas-Roberts,1987-01-08 00:00:00,Memphis,USA,Memphis/USA,6-7,210.0,,Guard,0,2008.0,2014.0
1629635,Sekou,Doumbouya,2000-12-23 00:00:00,Limoges,France,Limoges/France,6-9,230.0,,Forward,0,2019.0,2021.0
76592,Lloyd,Dove,1945-08-16 00:00:00,St. John's (NY),USA,St. John's (NY)/USA,6-8,198.0,44,Forward,1610612765,1967.0,1968.0
202220,Zabian,Dowdell,1984-09-10 00:00:00,Virginia Tech,USA,Virginia Tech/USA,6-3,191.0,22,Guard,1610612756,2010.0,2010.0
76593,Bill,Downey,1923-11-11 00:00:00,Marquette,USA,Marquette/USA,6-6,210.0,,Center,1610610032,1947.0,1947.0
76594,Steve,Downing,1950-09-09 00:00:00,Indiana,USA,Indiana/USA,6-8,225.0,32,Center,1610612738,1973.0,1974.0
1630288,Jeff,Dowtin Jr.,1997-05-10 00:00:00,Rhode Island,USA,Rhode Island/USA,6-3,177.0,20,Guard,1610612761,2021.0,2023.0
76595,Danny,Doyle,1940-02-06 00:00:00,Belmont Abbey,USA,Belmont Abbey/USA,6-8,200.0,14,Forward,1610612765,1962.0,1962.0
1628495,Milton,Doyle,1993-10-31 00:00:00,Loyola (IL),USA,Loyola-Chicago/USA,6-4,180.0,14,Guard,1610612751,2017.0,2017.0
1628408,PJ,Dozier,1996-10-25 00:00:00,South Carolina,USA,South Carolina/USA,6-6,205.0,35,Guard-Forward,1610612758,2017.0,2023.0
76596,Terry,Dozier,1966-06-29 00:00:00,South Carolina,USA,South Carolina/USA,6-9,210.0,23,Forward,1610612766,1989.0,1989.0
201609,Goran,Dragic,1986-05-06 00:00:00,Union Olimpija,Slovenia,Union Olimpija/Slovenia,6-4,190.0,31,Guard,1610612749,2008.0,2023.0
1068,Greg,Dreiling,1963-11-07 00:00:00,Kansas,USA,Kansas/USA,7-1,265.0,50,Center,1610612754,1986.0,1996.0
1724,Bryce,Drew,1974-09-21 00:00:00,Valparaiso,USA,Valparaiso/USA,6-3,184.0,,Guard,0,1998.0,2003.0
76598,John,Drew,1954-09-30 00:00:00,Gardner-Webb,USA,Gardner-Webb/USA,6-6,205.0,22,Forward,1610612737,1974.0,1984.0
76599,Larry,Drew,1958-04-02 00:00:00,Missouri,USA,Missouri/USA,6-1,170.0,10,Guard,1610612758,1980.0,1990.0
203580,Larry,Drew II,1990-03-05 00:00:00,UCLA,USA,UCLA/USA,6-2,180.0,1,Guard,1610612755,2014.0,2017.0
17,Clyde,Drexler,1962-06-22 00:00:00,Houston,USA,Houston/USA,6-7,222.0,22,Guard,1610612757,1983.0,1997.0
76603,Terry,Driscoll,1947-08-28 00:00:00,Boston College,USA,Boston College/USA,6-7,215.0,7,Forward,1610612749,1970.0,1974.0
1542,Predrag,Drobnjak,1975-10-27 00:00:00,Efes Pilsen,Serbia,Efes Pilsen/Serbia,6-11,270.0,14,Center,1610612760,2001.0,2004.0
76604,Ralph,Drollinger,1954-04-20 00:00:00,UCLA,USA,UCLA/USA,7-2,250.0,52,Center,1610612742,1980.0,1980.0
203083,Andre,Drummond,1993-08-10 00:00:00,Connecticut,USA,Connecticut/USA,6-11,279.0,3,Center,1610612741,2012.0,2023.0
76623,Dennis,DuVal,1952-03-31 00:00:00,Syracuse,USA,Syracuse/USA,6-3,175.0,21,Guard,1610612764,1974.0,1975.0
1630537,Chris,Duarte,1997-06-13 00:00:00,Oregon,Dominican Republic,Oregon/Dominican Republic,6-5,190.0,3,Guard,1610612754,2021.0,2023.0
76605,Dick,Duckett,1933-03-25 00:00:00,St. John's (NY),USA,St. John's (NY)/USA,6-1,185.0,10,Guard,1610612758,1957.0,1957.0
404,Kevin,Duckworth,1964-04-01 00:00:00,Eastern Illinois,USA,Eastern Illinois/USA,7-0,300.0,00,Center,1610612757,1986.0,1996.0
76607,Charles,Dudley,1950-03-05 00:00:00,Washington,USA,Washington/USA,6-2,180.0,5,Guard,1610612744,1972.0,1978.0
201162,Jared,Dudley,1985-07-10 00:00:00,Boston College,USA,Boston College/USA,6-6,237.0,10,Forward,1610612756,2007.0,2020.0
76608,Terry,Duerod,1956-07-29 00:00:00,Detroit,USA,Detroit/USA,6-2,180.0,40,Guard,1610612765,1979.0,1982.0
76609,Bob,Duffy,1922-07-05 00:00:00,Tulane,USA,Tulane/USA,6-4,175.0,17,Forward,1610610025,1946.0,1946.0
